,클래스ID,강의시작일,강의종료일,강사명,담당 매니저,강사 구분,언어(수업),총지급 강사료,클래스 수업료,class 종류,장소
1355,mHlSqtjL,2023-04-08,2023-07-05,김우예,서민지,F2/F5/F6,영어,"200,000","400,000",Language lab,"인천 연수구 첨단대로 107 (송도동, 삼성바이오에피스(주))"
1356,cBwhbMNc,2023-02-20,2023-09-16,김우예,김태민,F2/F5/F6,영어,"540,000","1,035,000",Group,"인천 연수구 송도국제대로 331 (송도동, 오덱(주) 기술연구소)"
1357,Mds7snyz,2023-02-19,2023-09-12,김우예,김태민,F2/F5/F6,영어,"420,000","805,000",Group,"인천 연수구 송도국제대로 331 (송도동, 오덱(주) 기술연구소)"
1358,Pzjsgr8I,2023-01-03,2023-05-07,임수민,박수호,Korean,영어,"120,000","255,000",Group,"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
1359,bh7NmQKU,2023-01-01,2023-05-07,임수민,박수호,Korean,영어,"160,000","340,000",Group,"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
1360,cOyTJoLc,2022-12-20,2023-05-08,임수민,박수호,Korean,영어,"240,000","510,000",Group,
1361,1i6VllTE,2023-01-18,2023-04-18,강아준,오재윤,Korean,영어,"680,000","1,360,000",Group,"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
1362,ryIQfW0k,2023-04-08,2023-07-04,유민채,서민지,F2/F5/F6,영어,"270,000","600,000",Language lab,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
1363,1UPgg9MO,2023-04-08,2023-07-04,유민채,서민지,F2/F5/F6,영어,"180,000","400,000",Language lab,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
1364,HLyseWu5,2023-04-08,2023-07-04,유민채,서민지,F2/F5/F6,영어,"180,000","400,000",Language lab,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
1365,BHY0cpc8,2023-04-08,2023-07-05,유민채,서민지,F2/F5/F6,영어,"180,000","400,000",Language lab,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
1366,vBNyRi6w,2023-04-15,2023-06-10,한수지,송우진,Korean,영어,"98,000","180,000",Group,
1367,jLkARN0A,2023-04-15,2023-06-03,한수지,송우진,Korean,영어,"134,000","240,000",Group,
1368,vw79o32m,2023-04-15,2023-07-12,한수지,이서윤,Korean,영어,"72,000","170,000",Group,
1369,RaWpfzv1,2023-04-12,2023-07-23,한수지,배도희,Korean,영어,"72,000","140,000",1:1 (임원),"서울 강서구 마곡중앙8로 71 (마곡동, 엘지사이언스파크)"
1370,0Wljd5L1,2023-04-10,2023-06-21,한수지,송우진,Korean,영어,"114,000","332,000",Language lab,
1371,XXcLlN6M,2023-01-24,2023-07-23,임준성,서예린,Korean,영어,"280,000","532,000",Co-Active Learning,"경기 평택시 고덕면 삼성로 144 (여염리, 삼성전자(주) 평택캠퍼스)"
1372,AJUuLP3E,2023-03-26,2023-07-23,조호현,오준희,Korean,영어,"306,250","608,125",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
1373,QHCO3mgt,2022-11-29,2023-07-23,조호현,장은서,Korean,영어,"175,000","380,000",Co-Active Learning,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
1374,ysfQebE6,2022-07-26,2023-05-02,조호현,서민지,Korean,영어,"175,000","325,000",1:1 (임원),경기 수원시 영통구 신원로 299 (매탄동)
1375,K0YSazgk,2023-04-22,2024-04-22,문현성,황수현,Korean,영어,"24,000","85,000",Group,"서울 강남구 논현로 703 (논현동, DI빌딩)"
1376,UC2VgD4D,2023-03-12,2023-06-20,문현성,강시우,Korean,영어,"245,000","770,000",Language lab,"서울 강남구 테헤란로 432 (대치동, DB금융센터)"
1377,yu6Ny2gF,2023-01-21,2023-07-23,오지윤,장은우,Korean,영어,"476,000","545,000",1:1 (임원),전북 익산시 서동로23길 63 (신흥동)
1378,wiwxnlWR,2023-04-10,2023-04-10,문후준,강주원,F2/F5/F6,영어,"90,000","428,571",Group,서울 구로구 경인로20가길 38 (오류동)
1379,5MMpRLrk,2023-03-24,2023-04-22,강서은,유예준,F2/F5/F6,영어,0,"3,522,727",기타,"경기 고양시 덕양구 고양시청로 10 (주교동, 고양시청)"
1380,pRsKvVzJ,2023-03-27,2023-06-17,이예은,강하윤,F2/F5/F6,영어,"495,000","1,078,000",Group,"서울 강서구 마곡중앙로 177 (마곡동, 더넥센유니버시티)"
1381,QzO0bYDP,2023-04-09,2023-07-09,이예은,송민재,F2/F5/F6,영어,"170,000","380,000",1:1 (임원),"서울 종로구 종로 33 (청진동, 그랑서울)"
1382,Rk213swi,2022-09-26,2023-05-23,송호아,장은서,F2/F5/F6,영어,"270,000","456,000",Co-Active Learning,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
1383,ppsoqkU9,2023-01-14,2023-07-22,강서후,박지후,F2/F5/F6,영어,"250,000","425,000",1:1 (임원),"서울 강남구 광평로 지하 270 (수서동, 수서역)"
1384,UzJZi7qa,2023-04-03,2023-04-03,강서후,문지후,F2/F5/F6,영어,"250,000","500,000",interview,"서울 강남구 테헤란로 410 (대치동, 금강타워)"
1385,f9D7SxKJ,2022-11-07,2023-07-23,강채현,박하은,Etc,영어,"540,000","1,210,000",1:1 (임원),"서울 강남구 강남대로 328 (역삼동, 강남역 쉐르빌)"
1386,GQn3X1OG,2023-02-21,2023-05-23,강채현,강태윤,Etc,영어,"290,000","570,000",1:1 (임원),서울시 강남구 대치동 1002 케이티앤지타워 20층 부사장님실
1387,SlXskBOb,2023-02-21,2023-05-23,정민후,김민준,F2/F5/F6,영어,"100,000","156,000",1:1 (임원),
1388,JKaMBkb8,2023-02-27,2023-05-23,정민후,김민준,F2/F5/F6,영어,"300,000","474,000",1:1 (임원),
1389,wmyLsxY8,2022-01-18,2023-04-01,정하은,오재윤,Korean,영어,"243,000","510,000",Group,"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
1390,0tocNceL,2023-03-18,2023-05-03,문민채,오현서,Korean,영어,"270,000","555,000",Language lab,경기 평택시 지제로 173 (지제동)
1391,fVJwNCTt,2023-03-18,2023-06-21,문민채,오현서,Korean,영어,"368,000","720,000",Language lab,"경기 오산시 가장산업동로 14-9 (가장동, 램리서치매뉴팩춰링코리아)"
1392,75cOsVuu,2023-03-18,2023-06-21,문민채,오현서,Korean,영어,"276,000","540,000",Language lab,"경기 오산시 가장산업동로 14-9 (가장동, 램리서치매뉴팩춰링코리아)"
1393,EazcUtCc,2023-04-10,2023-07-23,문민채,서예린,Korean,영어,"220,000","280,000",Co-Active Learning,"경기 평택시 고덕면 삼성로 144 (여염리, 삼성전자(주) 평택캠퍼스)"
1394,y66TOUrS,2023-04-15,2023-07-12,한수지,이서윤,Korean,영어,"70,000","170,000",Group,
1395,xcyZ11vO,2023-04-17,2023-06-21,한수지,김민준,Korean,영어,"60,000","170,000",Group,"서울 마포구 월드컵북로56길 19 (상암동, 드림타워)"
1396,Mw08GFxW,2022-10-01,2023-05-23,정서성,서민지,Korean,영어,"315,000","585,000",1:1 (임원),
1397,Jyn8LA9s,2022-11-27,2023-03-27,송예채,이서윤,Korean,기타,"38,000","90,000",1:1 (임원),"서울 강남구 영동대로 517 (삼성동, 아셈타워)"
1398,I9SmKj1c,2023-03-27,2024-02-21,송예채,이서윤,Korean,기타,"114,000","270,000",1:1 (임원),"서울 강남구 영동대로 517 (삼성동, 아셈타워)"
1399,41Mfv5nx,2023-03-26,2023-07-23,송예채,박하은,Korean,영어,"171,000","382,500",Group,"서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰)"
1400,S3TXxhBB,2023-03-26,2023-07-23,송예채,문다온,Korean,영어,"228,000","498,000",1:1 (임원),"서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰)"
1401,3H9L8cLG,2022-10-22,2023-04-02,송예채,서지훈,Korean,영어,"37,000","85,000",Co-Active Learning,"서울 강동구 상일로6길 26 (상일동, 글로벌엔지니어링센터)"
1402,aFT8Hss2,2023-04-02,2023-07-23,송예채,서지훈,Korean,영어,"116,000","255,000",Co-Active Learning,"서울 강동구 상일로6길 26 (상일동, 글로벌엔지니어링센터)"
1403,lcpFvuCs,2022-05-03,2023-07-23,송예채,정지우,Korean,영어,"148,000","405,000",1:1 (임원),"서울 용산구 한강대로 366 (동자동, 트윈시티 남산)"
1404,4OQCVtI0,2023-02-20,2023-03-27,송예채,이서윤,Korean,영어,"228,000","510,000",Language lab,"서울 강남구 테헤란로 521 (삼성동, 파르나스타워)"
1405,4OQCVtI0,2023-03-27,2023-07-23,송예채,이서윤,Korean,영어,"1,596,000","3,570,000",Language lab,"서울 강남구 테헤란로 521 (삼성동, 파르나스타워)"
1406,IrTEl4eC,2023-04-15,2023-07-12,송예채,이서윤,Korean,영어,"76,000","170,000",Group,
1407,UT72PrHn,2023-03-28,2024-01-21,송예채,정다인,Korean,영어,"190,000","450,000",1:1 (임원),"서울 중구 동호로 330 (쌍림동, 씨제이제일제당센터)"
1408,UT72PrHn,2022-06-27,2023-03-27,송예채,정다인,Korean,영어,"38,000","90,000",1:1 (임원),"서울 중구 동호로 330 (쌍림동, 씨제이제일제당센터)"
1409,E5GKS2U1,2023-02-04,2023-04-12,송예채,정다인,Korean,영어,"228,000","462,000",Group,
1410,izdiOJir,2023-02-04,2023-04-12,송예채,정다인,Korean,영어,"228,000","462,000",Group,
1411,VRWck8qJ,2023-03-26,2023-07-23,송예채,문다온,Korean,영어,"114,000","340,000",1:1 (임원),"서울 강남구 테헤란로 301 (역삼동, 삼정빌딩)"
1412,LotOjHq9,2023-03-25,2023-06-25,유하서,박수호,F4,영어,"270,000","560,000",Group,"서울 강남구 테헤란로 316 (역삼동, 메트라이프타워)"
1413,BX7KAasp,2022-06-04,2023-07-23,유하서,정하윤,F4,영어,"375,000","450,000",Co-Active Learning,"경기 수원시 영통구 삼성로 129 (매탄동, 삼성전자)"
1414,nfyWmfCH,2023-03-25,2023-06-21,이현준,유연서,Korean,영어,"2,200,000","3,500,000",상주,충남 서산시 대산읍 독곶1로 54 (독곶리)
1415,ntTRcfoF,2023-03-27,2023-07-23,오호호,이재민,Korean,영어,"252,000","417,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
1416,hZFPGs45,2023-01-28,2023-06-29,오원민,유예준,Korean,영어,0,0,Group,
1417,gWGhkSg0,2023-01-28,2023-06-29,오원민,유예준,Korean,영어,0,0,Group,
1418,p8fDdwz1,2023-01-28,2023-06-29,오원민,유예준,Korean,영어,0,0,Group,
1419,zZpBPzxO,2023-01-28,2023-06-29,오원민,유예준,Korean,영어,0,0,Group,
1420,RaJhpTku,2023-04-15,2023-07-08,박호수,서민지,Korean,영어,"160,000","400,000",Group,"경기 수원시 영통구 삼성로 129 (매탄동, 삼성전자)"
1421,Dn25PWcA,2023-04-15,2023-07-07,장성하,한승현,Korean,영어,"200,000","320,000",Group,"충남 천안시 서북구 번영로 467 (성성동, 삼성SDI(주)) 앙페르 룸"
1422,9ay60Ore,2023-02-04,2023-07-14,문원원,이서윤,F2/F5/F6,영어,"877,500","1,440,000",1:1 (임원),"서울 마포구 상암산로 66 (상암동, CJ E&M CENTER)"
1423,B9bAMPb9,2023-01-21,2024-07-23,문원원,이서윤,F2/F5/F6,영어,"50,000","100,000",1:1 (임원),
1424,PwXUeuP1,2023-02-02,2023-07-14,문원원,이서윤,F2/F5/F6,영어,"180,000","320,000",Group,
1425,8JYFGaDc,2023-02-02,2023-07-14,문원원,이서윤,F2/F5/F6,영어,"135,000","240,000",Group,
1426,QBcU15Zh,2022-06-12,2024-02-15,문원원,이서윤,F2/F5/F6,영어,"250,000","500,000",1:1 (임원),"서울 마포구 상암산로 66 (상암동, CJ E&M CENTER)"
1427,zo79xnQG,2022-09-10,2024-06-19,문원원,이서윤,F2/F5/F6,영어,"350,000","700,000",1:1 (임원),
1428,qshSFAxx,2023-02-27,2023-07-23,문원원,배지호,F2/F5/F6,영어,"150,000","276,000",1:1 (임원),Gongduk stn. S-oil HQ 21F
1429,UaN3uRnP,2023-02-22,2023-07-23,문원원,배지호,F2/F5/F6,영어,"100,000","92,000",1:1 (임원),S-oil HQ 19F
1430,IgjIGnM2,2023-02-22,2023-07-23,문원원,배지호,F2/F5/F6,영어,"200,000","368,000",1:1 (임원),마포구 백범로 192
1431,oyV0kNlC,2023-03-14,2023-07-23,문원원,배지호,F2/F5/F6,영어,"200,000","368,000",1:1 (임원),백범로 192
1432,DJLfUHlD,2023-02-25,2023-07-23,문원원,배지호,F2/F5/F6,영어,"100,000","184,000",1:1 (임원),백범로 192
1433,Dh0vZKRr,2023-02-28,2023-07-23,문원원,배지호,F2/F5/F6,영어,"100,000","184,000",1:1 (임원),백범로 192
1434,tepYGOXd,2022-09-04,2023-07-23,문원원,강시우,F2/F5/F6,영어,"225,000","450,000",1:1 (임원),"서울 중구 동호로 234 (장충동1가, 삼성생명)"
1435,zkrwGO5u,2023-03-25,2023-06-24,정채하,박수호,Korean,영어,"254,000","640,000",Group,"서울 강남구 테헤란로 316 (역삼동, 메트라이프타워)"
1436,Ic47SoGJ,2023-01-29,2023-07-23,정채하,김태민,Korean,영어,"700,000","1,608,390",상주,"서울 강남구 언주로 725 (논현동, 보전빌딩)"
1437,EXXs50Gg,2023-03-23,2023-04-20,정채하,장은서,Korean,영어,"750,000","2,400,000",워크샵,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
1438,XE8oTEcp,2023-03-22,2023-06-29,정채하,이서윤,Korean,영어,"198,000","600,000",Group,"서울 종로구 종로 26 (서린동, SK서린동빌딩)"
1439,hgLEfOrV,2023-02-21,2023-05-23,정채하,강태윤,Korean,영어,"346,500","840,000",1:1 (임원),"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
1440,M8h7yzHx,2023-01-09,2023-04-02,정채하,송민재,Korean,영어,"99,000","270,000",1:1 (임원),서울 중구 서소문로 88 (순화동)
1441,SW6zekg2,2022-11-12,2023-07-23,장호하,박하은,F2/F5/F6,영어,"300,000","660,000",1:1 (임원),"서울 서초구 서초대로74길 4 (서초동, 삼성생명서초타워)"
1442,PIvgIbvZ,2023-02-21,2023-05-23,장호하,김민준,F2/F5/F6,영어,"350,000","553,000",1:1 (임원),
1443,s9DI7gO0,2023-02-21,2023-05-23,장호하,김민준,F2/F5/F6,영어,"300,000","780,000",1:1 (임원),"서울 용산구 한강대로 32 (한강로3가, 엘지유플러스)"
1444,HK4m3rSO,2020-12-07,2023-07-23,장호하,문다온,F2/F5/F6,영어,"150,000","300,000",1:1 (임원),
1445,hcf4weL8,2022-09-27,2023-07-23,김준은,최현우,Korean,영어,"210,000","225,000",1:1 (임원),경남 창원시 마산회원구 양덕동 410-47
1446,E2a87CZV,2023-04-22,2023-06-28,박아호,서민지,F4,영어,"120,000","225,000",Co-Active Learning,경기 성남시 분당구 판교역로 152 (백현동)
1447,e7MPHQ7m,2023-04-15,2023-07-10,박아호,윤다혜,F4,영어,"90,000","187,500",Group,
1448,Xcc5Iz7a,2023-04-15,2023-07-10,박아호,윤다혜,F4,영어,"90,000","187,500",Group,
1449,qPhTLsFJ,2023-04-15,2023-07-10,박아호,윤다혜,F4,영어,"90,000","187,500",Group,
1450,uDGSRats,2023-04-15,2023-07-10,박아호,윤다혜,F4,영어,"90,000","187,500",Group,
1451,dOC71Wd3,2023-04-15,2023-07-10,박아호,윤다혜,F4,영어,"90,000","187,500",Group,
1452,itpYU1DN,2023-04-16,2023-07-11,박아호,서예린,F4,영어,"60,000","125,000",Group,
1453,cQt1TVjp,2023-04-16,2023-07-11,박아호,서예린,F4,영어,"60,000","125,000",Group,
1454,32eOHNWP,2023-04-16,2023-07-11,박아호,서예린,F4,영어,"60,000","125,000",Group,
1455,Pf91GBnh,2023-04-16,2023-07-11,박아호,서예린,F4,영어,"60,000","125,000",Group,
1456,WGYqTEAE,2023-04-16,2023-07-11,박아호,서예린,F4,영어,"60,000","125,000",Group,
1457,KUqog2Gm,2023-01-21,2023-04-01,오채성,오현서,Korean,영어,"320,000","680,000",Group,"경기 성남시 분당구 성남대로343번길 9 (정자동, 에스케이유타워)"
1458,Wq8aT7sA,2023-04-08,2023-06-06,오채성,오현서,Korean,영어,"560,000","1,190,000",Group,"경기 성남시 분당구 성남대로343번길 9 (정자동, 에스케이유타워)"
1459,Z3Nc1hB7,2023-01-21,2023-07-23,오채성,황수현,Korean,영어,"440,000","902,000",Group,서울 동대문구 천호대로 64 (용두동)
1460,Z132Q9ba,2023-03-26,2023-04-09,오채성,문지후,Korean,영어,"240,000","1,200,000",워크샵,"서울 강남구 테헤란로 410 (대치동, 금강타워)"
1461,lx6Um9O2,2023-01-21,2023-04-22,박수원,김민준,Korean,영어,"120,000","225,000",1:1 (임원),"서울 용산구 한강대로 32 (한강로3가, 엘지유플러스)"
1462,AI0y7fBQ,2023-03-24,2023-06-22,박수원,김민준,Korean,영어,"360,000","675,000",1:1 (임원),"서울 용산구 한강대로 32 (한강로3가, 엘지유플러스)"
1463,J4bzii3Z,2023-01-21,2023-04-22,박수원,김민준,Korean,영어,"120,000","210,000",1:1 (임원),
1464,Ln1zYp4P,2023-03-25,2023-04-17,서민하,윤하준,F2/F5/F6,영어,"376,000","720,000",Language lab,"서울 종로구 새문안로3길 30 (내수동, 대우빌딩)"
1465,EzWhykO9,2023-04-09,2023-07-23,장아윤,정하윤,F2/F5/F6,영어,"100,000","158,000",Co-Active Learning,경기 화성시 삼성전자로 1-1 (반월동)
1466,gKxzBO6N,2023-02-13,2023-04-19,유민원,김민준,Korean,영어,"34,000","85,000",1:1 (임원),"서울 마포구 월드컵북로56길 19 (상암동, 드림타워)"
1467,BzNo35WY,2023-01-10,2023-05-23,유민원,김민준,Korean,영어,"136,000","340,000",1:1 (임원),"서울 강서구 하늘길 210 (공항동, 한국항공화물청사)"
1468,zosdYWeS,2023-03-18,2023-07-23,오하현,서지훈,Korean,영어,"480,000","1,020,000",Co-Active Learning,"서울 강동구 상일로6길 26 (상일동, 글로벌엔지니어링센터)"
1469,8jEnqAab,2023-04-18,2023-06-13,장민아,황준영,F2/F5/F6,영어,"50,000","110,000",Group,"서울 구로구 디지털로31길 12 (구로동, 태평양물산)"
1470,7ek3lY6d,2023-03-24,2023-04-22,최성호,유예준,Korean,영어,0,"3,522,727",기타,"경기 고양시 덕양구 고양시청로 10 (주교동, 고양시청)"
1471,dhhbfdOe,2022-11-23,2023-07-23,이은하,서민지,F2/F5/F6,영어,"550,000","1,078,000",Group,
1472,mJ33FJaL,2022-08-15,2023-07-23,송도수,이도윤,F2/F5/F6,영어,"250,000","380,000",Co-Active Learning,경기 화성시 삼성전자로 1-1 (반월동)
1473,l2SXjWML,2022-08-30,2023-07-23,송도수,정하윤,F2/F5/F6,영어,"350,000","532,000",Co-Active Learning,경기 화성시 삼성전자로 1-1 (반월동)
1474,Lc60ZhB1,2023-01-28,2023-04-17,오준서,김태민,F2/F5/F6,인니어,"480,000","1,440,000",Group,"인천 연수구 인천타워대로 241 (송도동, 부영송도타워)"
1475,fhHAuWdQ,2023-03-26,2023-04-10,윤예지,오준희,Korean,일본어,"150,000","260,625",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
1476,Eh06EGGa,2023-01-22,2023-07-23,윤예지,오준희,Korean,일본어,"480,000","834,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
1477,5RnqcrtS,2022-12-31,2023-07-23,윤예지,오준희,Korean,일본어,"200,000","425,000",1:1 (임원),"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
1478,yHhbDu7f,2023-03-26,2023-06-20,문우채,장은우,F2/F5/F6,일본어,"350,000","595,000",Group,"대전 유성구 문지로 188 (문지동, LG화학기술연구원)"
1479,oK8bJ6S9,2023-04-22,2023-08-23,조도호,송아린,Korean,영어,"35,000","100,000",1:1 (임원),"서울 강남구 테헤란로 203 (역삼동, 서울인터내셔널타워)"
1480,7ZqLP6ud,2018-07-28,2023-07-23,임준서,황수현,Korean,영어,"451,000","935,000",Group,
1481,4l8IenjM,2023-02-21,2023-07-23,임준서,한예원,Korean,영어,"150,000","340,000",Language lab,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
1482,so2Xya33,2023-03-18,2023-06-21,임준서,오준희,Korean,영어,"180,000","450,000",Language lab,램리서치 동탄 3층
